School,Sport,Division,Conference,Roster URL 2024 (candidate),Method,Roster URL 2025 (known good),2025 Player Count,Status,Notes
Vermont,mens-soccer,NCAA D1,America East,https://uvmathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://uvmathletics.com/sports/mens-soccer/roster/2025,30,todo,
Vermont,womens-soccer,NCAA D1,America East,https://uvmathletics.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251118152947/https://uvmathletics.com/sports/womens-soccer/roster,28,todo,
Vermont State University-Castleton,womens-soccer,NCAA D3,New Jersey Athletic Conference,https://castletonsports.com/sports/womens-soccer/roster/2024,year-swap (direct),https://castletonsports.com/sports/womens-soccer/roster/2025,28,todo,
Vermont State University-Johnson,womens-soccer,NCAA D3,North Atlantic Conference,https://www.nvubadgers.com/sports/wsoc/2024-26/roster,year-swap (direct),https://www.nvubadgers.com/sports/wsoc/2025-26/roster,21,todo,
Vermont State University-Lyndon,womens-soccer,NCAA D3,North Atlantic Conference,https://vtsuhornets.com/sports/womens-soccer/roster/2024,year-swap (direct),https://vtsuhornets.com/sports/womens-soccer/roster/2025,19,todo,
Villanova,mens-soccer,NCAA D1,Big East,https://villanova.com/sports/mens-soccer/roster/2024,year-swap (direct),https://villanova.com/sports/mens-soccer/roster/2025,27,todo,
Villanova,womens-soccer,NCAA D1,Big East,https://villanova.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20250914200233/https://villanova.com/sports/womens-soccer/roster,28,todo,
Virginia,mens-soccer,NCAA D1,ACC,https://virginiasports.com/sports/msoc/roster/,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251214040816/https://virginiasports.com/sports/msoc/roster/,30,todo,
Virginia,womens-soccer,NCAA D1,ACC,https://virginiasports.com/sports/womens-soccer/roster,no year in URL — check the site for a 2024 season selector,https://virginiasports.com/sports/womens-soccer/roster,28,todo,
Virginia State,mens-soccer,NCAA D2,CIAA,https://govsutrojans.com/sports/mens-soccer/roster/2024,year-swap (direct),https://govsutrojans.com/sports/mens-soccer/roster/2025,27,todo,
Virginia State,womens-soccer,NCAA D2,Independent,https://govsutrojans.com/sports/womens-soccer/roster/2024,year-swap (direct),https://govsutrojans.com/sports/womens-soccer/roster/2025,24,todo,
Virginia Tech,mens-soccer,NCAA D1,ACC,https://hokiesports.com/sports/mens-soccer/roster/season/2024,year-swap (direct),https://hokiesports.com/sports/mens-soccer/roster/season/2025,26,todo,
Virginia Tech,womens-soccer,NCAA D1,ACC,https://hokiesports.com/sports/womens-soccer/roster/season/2024,year-swap (direct),https://hokiesports.com/sports/womens-soccer/roster/season/2025,30,todo,
Virginia Wesleyan,mens-soccer,NCAA D3,ODAC,https://battenathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://battenathletics.com/sports/mens-soccer/roster/2025,31,todo,
Wagner,womens-soccer,NCAA D1,NEC,https://wagnerathletics.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251117124010/https://wagnerathletics.com/sports/womens-soccer/roster,31,todo,
Wake Forest,mens-soccer,NCAA D1,ACC,https://godeacs.com/sports/mens-soccer/roster/2024,year-swap (direct),https://godeacs.com/sports/mens-soccer/roster/2025,29,todo,
Wake Forest,womens-soccer,NCAA D1,ACC,https://godeacs.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251016145606/https://godeacs.com/sports/womens-soccer/roster,31,todo,
Walsh,mens-soccer,NCAA D2,GMAC,https://athletics.walsh.edu/sports/mens-soccer/roster/2024,year-swap (direct),https://athletics.walsh.edu/sports/mens-soccer/roster/2025,46,todo,
Walsh,womens-soccer,NCAA D2,Great Midwest Athletic Conference,https://athletics.walsh.edu/sports/womens-soccer/roster/2024,year-swap (direct),https://athletics.walsh.edu/sports/womens-soccer/roster/2025,27,todo,
Warren Wilson College,womens-soccer,NCAA D3,Coast-to-Coast Athletic Conference,https://warrenwilsonowls.com/sports/womens-soccer/roster/2024,year-swap (direct),https://warrenwilsonowls.com/sports/womens-soccer/roster/2025,23,todo,
Wartburg,mens-soccer,NCAA D3,Iowa Conference,https://go-knights.net/sports/mens-soccer/roster/2024,year-swap (direct),https://go-knights.net/sports/mens-soccer/roster/2025,46,todo,
Wartburg College,womens-soccer,NCAA D3,American Rivers Conference,https://go-knights.net/sports/womens-soccer/roster/2024,year-swap (direct),https://go-knights.net/sports/womens-soccer/roster/2025,26,todo,
Washburn,womens-soccer,NCAA D2,Mid-America Intercollegiate Athletics Association,https://wusports.com/sports/womens-soccer/roster/2024,year-swap (direct),https://wusports.com/sports/womens-soccer/roster/2025,29,todo,
Washington,mens-soccer,NCAA D1,Big Ten,https://gohuskies.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gohuskies.com/sports/mens-soccer/roster/2025,29,todo,
Washington,womens-soccer,NCAA D1,Big Ten,https://gohuskies.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251104113034/https://gohuskies.com/sports/womens-soccer/roster,28,todo,
Washington & Jefferson,mens-soccer,NCAA D3,PAC,https://gopresidents.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gopresidents.com/sports/mens-soccer/roster/2025,39,todo,
Washington & Jefferson College,womens-soccer,NCAA D3,Presidents' Athletic Conference,https://gopresidents.com/sports/womens-soccer/roster/2024,year-swap (direct),https://gopresidents.com/sports/womens-soccer/roster/2025,29,todo,
Washington & Lee,mens-soccer,NCAA D3,ODAC,https://generalssports.com/sports/mens-soccer/roster/2024,year-swap (direct),https://generalssports.com/sports/mens-soccer/roster/2025,29,todo,
Washington (MO),mens-soccer,NCAA D3,UAA,https://washubears.com/sports/mens-soccer/roster/2024,year-swap (direct),https://washubears.com/sports/mens-soccer/roster/2025,34,todo,
Washington College,womens-soccer,NCAA D3,Centennial Conference,https://washcollsports.com/sports/womens-soccer/roster/2024,year-swap (direct),https://washcollsports.com/sports/womens-soccer/roster/2025,26,todo,
Washington College (MD),mens-soccer,NCAA D3,Centennial,https://washcollsports.com/sports/mens-soccer/roster/2024,year-swap (direct),https://washcollsports.com/sports/mens-soccer/roster/2025,31,todo,
Washington State,womens-soccer,NCAA D1,Pac-12,https://wsucougars.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251012004941/https://wsucougars.com/sports/womens-soccer/roster,30,todo,
Washington University in St Louis,womens-soccer,NCAA D3,University Athletic Association,https://washubears.com/sports/womens-soccer/roster/2024,year-swap (direct),https://washubears.com/sports/womens-soccer/roster/2025,33,todo,
Washington and Lee University,womens-soccer,NCAA D3,Old Dominion Athletic Conference,https://generalssports.com/sports/womens-soccer/roster/2024,year-swap (direct),https://generalssports.com/sports/womens-soccer/roster/2025,34,todo,
Wayne State (NE),womens-soccer,NCAA D2,Northern Sun Intercollegiate Conference,https://wscwildcats.com/sports/womens-soccer/roster/2024,year-swap (direct),https://wscwildcats.com/sports/womens-soccer/roster/2025,28,todo,
Waynesburg,mens-soccer,NCAA D3,PAC,https://waynesburgsports.com/sports/mens-soccer/roster/2024,year-swap (direct),https://waynesburgsports.com/sports/mens-soccer/roster/2025,34,todo,
Waynesburg University,womens-soccer,NCAA D3,Presidents' Athletic Conference,https://waynesburgsports.com/sports/womens-soccer/roster/2024,year-swap (direct),https://waynesburgsports.com/sports/womens-soccer/roster/2025,35,todo,
Weber State,womens-soccer,NCAA D1,Big Sky,https://weberstatesports.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251207135700/https://weberstatesports.com/sports/womens-soccer/roster,29,todo,
Webster,mens-soccer,NCAA D3,SLIAC,https://websterathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://websterathletics.com/sports/mens-soccer/roster/2025,35,todo,
Webster University,womens-soccer,NCAA D3,St. Louis Intercollegiate Athletic Conference,https://websterathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://websterathletics.com/sports/womens-soccer/roster/2025,23,todo,
Wellesley College,womens-soccer,NCAA D3,New England Women's and Men's Athletic Conference,https://wellesleyblue.com/sports/womens-soccer/roster/2024,year-swap (direct),https://wellesleyblue.com/sports/womens-soccer/roster/2025,30,todo,
Wentworth,mens-soccer,NCAA D3,CCC,https://www.wentworthathletics.com/sports/msoc/2024-26/roster,year-swap (direct),https://www.wentworthathletics.com/sports/msoc/2025-26/roster,35,todo,
Wentworth Institute of Technology,womens-soccer,NCAA D3,Conference of New England,https://www.wentworthathletics.com/sports/wsoc/2024-26/roster,year-swap (direct),https://www.wentworthathletics.com/sports/wsoc/2025-26/roster,33,todo,
Wesleyan (CT),mens-soccer,NCAA D3,NESCAC,https://athletics.wesleyan.edu/sports/mens-soccer/roster/2024,year-swap (direct),https://athletics.wesleyan.edu/sports/mens-soccer/roster/2025,33,todo,
Wesleyan University,womens-soccer,NCAA D3,New England Small College Athletic Conference,https://athletics.wesleyan.edu/sports/womens-soccer/roster/2024,year-swap (direct),https://athletics.wesleyan.edu/sports/womens-soccer/roster/2025,31,todo,
West Alabama,mens-soccer,NCAA D2,GSC,https://uwaathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://uwaathletics.com/sports/mens-soccer/roster/2025,25,todo,
West Alabama,womens-soccer,NCAA D2,Gulf South Conference,https://uwaathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://uwaathletics.com/sports/womens-soccer/roster/2025,22,todo,
West Chester,mens-soccer,NCAA D2,PSAC,https://wcupagoldenrams.com/sports/mens-soccer/roster/2024,year-swap (direct),https://wcupagoldenrams.com/sports/mens-soccer/roster/2025,28,todo,
West Chester,womens-soccer,NCAA D2,Pennsylvania State Athletic Conference,https://wcupagoldenrams.com/sports/womens-soccer/roster/2024,year-swap (direct),https://wcupagoldenrams.com/sports/womens-soccer/roster/2025,36,todo,
West Florida,mens-soccer,NCAA D2,GSC,https://goargos.com/sports/mens-soccer/roster/2024,year-swap (direct),https://goargos.com/sports/mens-soccer/roster/2025,30,todo,
West Florida,womens-soccer,NCAA D1,ASUN,https://goargos.com/sports/womens-soccer/roster,no year in URL — check the site for a 2024 season selector,https://goargos.com/sports/womens-soccer/roster,25,todo,
West Georgia,womens-soccer,NCAA D1,UAC,https://uwgathletics.com/sports/womens-soccer/roster,no year in URL — check the site for a 2024 season selector,https://uwgathletics.com/sports/womens-soccer/roster,32,todo,
West Liberty,mens-soccer,NCAA D2,Mountain East,https://hilltoppersports.com/sports/mens-soccer/roster/2024,year-swap (direct),https://hilltoppersports.com/sports/mens-soccer/roster/2025,33,todo,
West Liberty,womens-soccer,NCAA D2,Mountain East Conference,https://hilltoppersports.com/sports/womens-soccer/roster/2024,year-swap (direct),https://hilltoppersports.com/sports/womens-soccer/roster/2025,24,todo,
West Texas A&M,mens-soccer,NCAA D2,LSC,https://gobuffsgo.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gobuffsgo.com/sports/mens-soccer/roster/2025,40,todo,
West Texas A&M,womens-soccer,NCAA D2,Lone Star Conference,https://gobuffsgo.com/sports/womens-soccer/roster/2024,year-swap (direct),https://gobuffsgo.com/sports/womens-soccer/roster/2025,26,todo,
West Virginia,mens-soccer,NCAA D1,Big 12,https://wvusports.com/sports/mens-soccer/roster/2024,year-swap (direct),https://wvusports.com/sports/mens-soccer/roster/2025,28,todo,
West Virginia,womens-soccer,NCAA D1,Big 12,https://wvusports.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251112190849/https://wvusports.com/sports/womens-soccer/roster,29,todo,
West Virginia State,womens-soccer,NCAA D2,Mountain East Conference,https://wvsuyellowjackets.com/sports/womens-soccer/roster/2024,year-swap (direct),https://wvsuyellowjackets.com/sports/womens-soccer/roster/2025,22,todo,
West Virginia Wesleyan,mens-soccer,NCAA D2,Mountain East,https://wesleyanbobcats.com/sports/mens-soccer/roster/2024,year-swap (direct),https://wesleyanbobcats.com/sports/mens-soccer/roster/2025,33,todo,
West Virginia Wesleyan,womens-soccer,NCAA D2,Mountain East Conference,https://wesleyanbobcats.com/sports/womens-soccer/roster/2024,year-swap (direct),https://wesleyanbobcats.com/sports/womens-soccer/roster/2025,34,todo,
Western Carolina,womens-soccer,NCAA D1,Southern,https://catamountsports.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251219052123/https://catamountsports.com/sports/womens-soccer/roster,27,todo,
Western Colorado,womens-soccer,NCAA D2,Rocky Mountain Athletic Conference,https://gomountaineers.com/sports/womens-soccer/roster/2024,year-swap (direct),https://gomountaineers.com/sports/womens-soccer/roster/2025,34,todo,
Western Connecticut,mens-soccer,NCAA D3,LEC,https://westconnathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://westconnathletics.com/sports/mens-soccer/roster/2025,43,todo,
Western Illinois,mens-soccer,NCAA D1,Summit League,https://goleathernecks.com/sports/mens-soccer/roster/2024,year-swap (direct),https://goleathernecks.com/sports/mens-soccer/roster/2025,31,todo,
Western Illinois,womens-soccer,NCAA D1,Ohio Valley,https://goleathernecks.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20260113013218/https://goleathernecks.com/sports/womens-soccer/roster,27,todo,
Western Kentucky,womens-soccer,NCAA D1,CUSA,https://wkusports.com/sports/womens-soccer/roster/georgia-liapis/6028,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20250927061844/https://wkusports.com/sports/womens-soccer/roster/georgia-liapis/6028,31,todo,
Western Michigan,mens-soccer,NCAA D1,MAC,https://wmubroncos.com/sports/mens-soccer/roster/2024,year-swap (direct),https://wmubroncos.com/sports/mens-soccer/roster/2025,28,todo,
Western Michigan,womens-soccer,NCAA D1,MAC,https://wmubroncos.com/sports/womens-soccer/roster/abby-smothers/15622,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251106193037/https://wmubroncos.com/sports/womens-soccer/roster/abby-smothers/15622,34,todo,
Western New England,mens-soccer,NCAA D3,CCC,https://wnegoldenbears.com/sports/mens-soccer/roster/2024,year-swap (direct),https://wnegoldenbears.com/sports/mens-soccer/roster/2025,30,todo,
Western New England University,womens-soccer,NCAA D3,Conference of New England,https://wnegoldenbears.com/sports/womens-soccer/roster/2024,year-swap (direct),https://wnegoldenbears.com/sports/womens-soccer/roster/2025,32,todo,
Western Oregon,mens-soccer,NCAA D2,GNAC,https://wouwolves.com/sports/mens-soccer/roster/2024,year-swap (direct),https://wouwolves.com/sports/mens-soccer/roster/2025,41,todo,
Western Oregon,womens-soccer,NCAA D2,Great Northwest Athletic Conference,https://wouwolves.com/sports/womens-soccer/roster/2024,year-swap (direct),https://wouwolves.com/sports/womens-soccer/roster/2025,32,todo,
Western Washington,mens-soccer,NCAA D2,GNAC,https://wwuvikings.com/sports/mens-soccer/roster/2024,year-swap (direct),https://wwuvikings.com/sports/mens-soccer/roster/2025,26,todo,
Western Washington,womens-soccer,NCAA D2,Great Northwest Athletic Conference,https://wwuvikings.com/sports/womens-soccer/roster/2024,year-swap (direct),https://wwuvikings.com/sports/womens-soccer/roster/2025,32,todo,
Westfield State,mens-soccer,NCAA D3,MASCAC,https://westfieldstateowls.com/sports/msoc/2024-26/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251012092943/https://westfieldstateowls.com/sports/msoc/2025-26/roster,29,todo,
